username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Quackson,816741208815009792,Los Angeles ,2023-01-20 19:54:58,"@OfficialRezz Coffee + blueberries = brain finally going brrrrr

That is very nice, I like to look at how many peop… https://t.co/CY9pK1Q8RR",0,Twitter for iPhone,
ZeroDarkTony,1304862344212742144,"Los Angeles, CA",2023-01-20 19:50:42,"@TheQuartering Like your coffee? Why won’t you answer questions about your supplier or the origins of your product,… https://t.co/R8CFrkFwzy",0,Twitter for iPhone,
Jocelyn Palmer,357320430,"Los Angeles, CA",2023-01-20 19:48:19,"Ahh, I've had my coffee and my eyelids are no longer doing that weird droopy thing that they tend to do right after… https://t.co/96v3iNVnKg",0,Twitter for Android,
Tara Violet,233317182,"Los Angeles, CA",2023-01-20 19:47:23,"At the most popular coffee shop on main st

Time to try to get some work stuff done without internet as the wifi do… https://t.co/zOjJaYywKG",0,Twitter Web App,
dennise,878288162543460353,"Los Angeles, CA",2023-01-20 19:44:27,They definitely sprinkle crack in Jack in the box iced coffee 😵‍💫😵‍💫😵‍💫,0,Twitter for iPhone,
Phillip “Leeroy”,1332179530920943616,"Los Angeles, CA",2023-01-20 19:44:10,@coffeexkae Takes 47th sip of cold drip coffee.,0,Twitter for iPhone,
78tiger,11765962,Los Angeles,2023-01-20 19:42:48,"@amandafortini Right on, sister! They'll take my black coffee from my cold dead shaking hand! BTW, when I was in Ve… https://t.co/EIujIX4mEW",0,Twitter Web App,
JH Scherck,189222358,"Sherman Oaks, CA",2023-01-20 19:39:16,"@clemnt Say you need to find a picture of something like ""red antique lamp on a mid century coffee table in living… https://t.co/AnmH47SS7N",0,Twitter Web App,
𝕷𝖎𝖘𝖘,1484794843985420293,"Los Angeles, CA",2023-01-20 19:37:57,@readtheroots Ooh ima have to try! I’m always looking for a hot coffee but scared to get something I don’t like and waste money on it,0,Twitter for iPhone,
Will2theMax🤍,2942323280,"Los Angeles, CA",2023-01-20 19:34:37,@staceytank18 @willbits The green sweatshirt cleanup was the GOAT! Also…don’t forget abt “baking the coffee” in the microwave😂😂,0,Twitter for iPhone,
Aaron,1595542799247613965,"Los Angeles, CA",2023-01-20 19:33:40,I wouldn't survive the day without my daily dose of caffeine and a nutritious breakfast #coffee #breakfast #morningfuel,0,Twitter Web App,
Justin Martindale,28713373,"West Hollywood, CA",2023-01-20 19:33:17,Me after my first cup of mushroom coffee https://t.co/5AoxEYsGca,0,Twitter for iPhone,
ben,1005872391375839232,Los Angeles,2023-01-20 19:32:02,at my local coffee shop is this artists amazing weavings. i wanted to share them 🤗 https://t.co/3oKV6rNSbp,0,Twitter for iPhone,
"Milad Sharifpour, MD",1121384012692500485,"Los Angeles, CA",2023-01-20 19:31:59,I have found my favorite Picasso! #coffee @SFMOMA https://t.co/9qkkzZdNZM,0,Twitter for iPhone,
Jerry in L.A. 🌊✊🏻🇺🇸 🦅#24🏀🟣🟡,1215185892,"Los Angeles, CA",2023-01-20 19:30:49,@coffee_anytime He's wearing the Hat Backwards.,0,Twitter Web App,
Jerry in L.A. 🌊✊🏻🇺🇸 🦅#24🏀🟣🟡,1215185892,"Los Angeles, CA",2023-01-20 19:30:09,@coffee_anytime Soon.... Very Soon...,0,Twitter Web App,
Jerry in L.A. 🌊✊🏻🇺🇸 🦅#24🏀🟣🟡,1215185892,"Los Angeles, CA",2023-01-20 19:28:53,@coffee_anytime Biscuits &amp; Gravy.,0,Twitter Web App,
Austin,1595814183207337985,"Los Angeles, CA",2023-01-20 19:27:52,Good morning! Fueling up with coffee and breakfast before tackling the day #coffee #breakfast #morningroutine,0,Twitter Web App,
Omar,1596068672942051329,"Los Angeles, CA",2023-01-20 19:24:18,There's nothing like the smell of freshly brewed coffee to kick off a productive day at work. #coffee #morningroutine,0,Twitter Web App,
Amit Ahuja,2275580382,"Los Angeles, CA",2023-01-20 19:23:43,"@bunnnyjuice Eww…🤮🤮 You can always find recipes online to make your own creamer at home. Here’s an example 👇
 https://t.co/wSk7OWpDjG",0,Twitter Web App,
whatever twins,3085069768,"Los Angeles, CA",2023-01-20 19:23:14,Haven’t had coffee in 2 weeks. Turns out: natural crackhead.,0,Twitter for iPhone,
calling all trade,3095220530,"Hollywood, Los Angeles",2023-01-20 19:18:41,she said she felt abused like a coffee machine in an office. she’s so real. https://t.co/GKUU97zHKr,0,Twitter for iPhone,
Beams 💡,1378098428891197441,Los Angeles,2023-01-20 19:18:14,"@AlariannEth Gm Alariann, morning coffee and afternoon tea for me!",0,Twitter for iPhone,
Tara Jean O'Brien,335416659,"Los Angeles, CA",2023-01-20 19:15:30,"My first humor book, published by Vulpine Press is out on Feb 7th! I hope you'll consider buying it. It goes great… https://t.co/SnSoHU5O0f",1,TweetDeck Web App,
Riah❤️‍🔥,1528599423290204160,,2023-01-20 19:14:28,I woke up an hour late for work but I feel sooooo rested it’s amazing after 12 hours asleep! 😅 today just feels lik… https://t.co/YLMBXX83IB,0,Twitter for iPhone,
Augustín🔞king simp era,1574917904411242497,"Los Angeles, CA",2023-01-20 19:14:22,making coffee as a love language and also spit kink?? yeah hi,0,Twitter for iPhone,
panda kangsta,22179797,"Chinatown, Los Angeles",2023-01-20 19:13:48,@drenfromdaygo Good thing I use regular vanilla syrup for my coffee,0,Twitter for iPhone,
DZ 💘,16145710,"Los Angeles, CA",2023-01-20 19:12:47,@louisnicholls_ @johnhfio Not too far off 🤣 corded headphones in the coffee line this morning,0,Twitter Web App,
Michelangelo,24119710,LA,2023-01-20 19:11:54,Me supporting a small business but paying $7 for coffee https://t.co/o3LJ6ZyI1X,0,Twitter for iPhone,
John Gustafson,112901898,"Santa Monica, CA",2023-01-20 19:10:46,"@MilesToGo13 @TheRickWilson “And to drink: for you beer, for you coffee with 8 sugars, for you Tang.”",0,Twitter for iPhone,
Rachel Phillips,1602175114556022785,"Santa Monica, CA",2023-01-20 19:10:31,@healthbyjames I'm a serial killer if I don't drink my coffee and we don't want that.,0,Twitter Web App,
Luis Hernandez ☘️,4051012340,"Los Angeles, CA",2023-01-20 19:06:51,"Per Mike Dikta: Coffee ☕️ is the lifeblood that drives the dreams of Champions

I agree",0,Twitter for iPhone,
ProHo Dojo,3139871395,"Los Angeles, CA",2023-01-20 19:06:42,"LMFAO - me every time I misinterpret a tweet or like yesterday, spilled my coffee all over my work station. https://t.co/xgdAIVBBEC",0,Twitter Web App,
Brynlee,1595950348442664961,"LA, CA",2023-01-20 19:06:33,I can't operate without my daily cup of coffee before heading to work 💪🏼 #coffeeholic #morningroutine,0,Twitter Web App,
Christy,24773678,"Los Angeles, CA",2023-01-20 19:05:47,Day 2… made breakfast and took a walk and felt like a ran a mile omfg…. Stretched and I feel better .. COFFEE IS A DRUG!!!!,0,Twitter for iPhone,
Cedars-Sinai Gen Surg Residents,1289967541448654848,"Los Angeles, CA",2023-01-20 18:59:33,"...but actually, please come say hi and be our friends. 😬 

Med students #gensurgmatch2023, don't be shy! Come chat… https://t.co/HiO0pH564o",1,Twitter for Android,
Fahim Anwar,26947957,Los Angeles,2023-01-20 18:54:21,2 ppl are going over an audition at full volume at this coffee shop like it’s an acting studio. I want nothing more… https://t.co/Hu3EKV3EOj,2,Twitter for iPhone,
Dylan Hamilton,2329492378,"Los Angeles, CA",2023-01-20 18:49:43,"Every morning when I walk to get coffee I pass an apartment with a screened-in open window, and checking to see whi… https://t.co/LC4ExrRImM",0,Twitter for iPhone,
F.A.F,1482894493409968130,"Los Angeles, CA",2023-01-20 18:47:31,@HBAcrypto @Mike_Rosko_ Just doxxed his hands. SMH Mike would need both hands to hold that coffee 😂 https://t.co/Q3A8KnskGp,0,Twitter for iPhone,
Jonathan Burke 🎮,1553703452,"Los Angeles, CA",2023-01-20 18:45:29,@Bigrebo Let's grab a coffee or beer or at least a hello! I'll be there.,0,Twitter for Android,
b. 💙,475328769,LA 🌴🌞📍,2023-01-20 18:43:42,The Starbucks barista asked me why I get so many shots in my coffee 😂,0,Twitter for iPhone,
BADGUY🖕🏾,233350673,"Los Angeles, CA",2023-01-20 18:42:56,Miguel- Coffee 🖤,0,Twitter for iPhone,
Robert,1595869935229616130,"LA, CA",2023-01-20 18:41:37,Coffee is my secret to productive workdays ☕️ #coffeeholic #morningroutine,0,Twitter Web App,
Jack Morgan E.F. Lavandowska 🛡️🐺,71955429,"Los Angeles, CA",2023-01-20 18:39:29,@SurenaXMarie Scheduled a coffee with someone in a role I'm interested in pursuing to learn more about it and them!,0,Twitter for Android,
Louislian Colon,329880964,"Los Angeles, CA",2023-01-20 18:38:24,"Drinking coffee ☕️ first thing in the morning, helps with weight lost and cleans your body! 😉 

#actorlife #actor… https://t.co/dCAT3A5336",0,Twitter for iPhone,
"Jaclyn A. Siegel, PhD",4919876231,"Pasadena, CA",2023-01-20 18:37:31,"Forgot I made coffee this morning, so I took the cup to the microwave to heat it up. Opened the door to see that th… https://t.co/tFlDVo6cVV",6,Twitter Web App,
B.B.🍓,1397103209601134594,"Los Angeles, CA",2023-01-20 18:37:08,"Let us take a break. Would you care for some coffee, Misora?",0,"Cheap Bots, Done Quick!",
Dr Twit Garbage,1394870383560462346,"Los Angeles, CA",2023-01-20 18:36:44,@coffee_anytime Easy- C,0,Twitter for iPhone,
✆,1003152812,"Los Angeles, CA",2023-01-20 18:36:22,just warmed my coffee up in the microwave &amp; now it taste like popcorn,0,Twitter for iPhone,
Hudya Nikabolokov,1603952330528788480,Los Angeles,2023-01-20 18:35:47,"@coffee_anytime Mayo? Heeelll no.

Gravy, baby, gravy.",0,Twitter Web App,
Polyroller🧙‍♂️,192307178,Los Angeles,2023-01-20 18:34:25,@Cheese_Ho12 I’d pay good money for a coffee table art book of Drunken Drawings by @Cheese_Ho12,0,Twitter for iPhone,
Theodora 🚢,14189454,"Los Angeles, CA",2023-01-20 18:33:32,"this morning, as I was getting ready to sit at my desk and work, I realized I had everything BUT my laptop. as in,… https://t.co/IKrBgqewxp",0,Twitter Web App,
Brendan,211521653,"Los Angeles, CA",2023-01-20 18:31:32,@WilliCaroline told me to add cayenne pepper to my coffee and holy shit it’s amazing 😍🤩😍🤩,1,Twitter for iPhone,
mig,2382607500,"Los Angeles, CA",2023-01-20 18:27:10,i wish i had a lil monkey to bring me coffee every morning🥄☕️,0,Twitter for iPhone,
Scott Andrews,227047623,"Los Angeles, CA",2023-01-20 18:25:31,"@qaxaawut I did not start drinking coffee until college (started at U of Okla in 1980), but I wasn’t “good” at it u… https://t.co/tCl0UAdn25",0,Twitter for iPhone,
𝓜𝓻𝓼. 𝓡𝓾𝓷𝓷𝓮𝓻🏃🏽‍♀️🍃🍂,1520627527428960256,LA,2023-01-20 18:24:06,Folks be wanting a coffee and a Treat. That won’t cover it 😂 https://t.co/gkdyLeY0J7,0,Twitter for iPhone,
𝓂𝑒𝓁,545655040,los angeles,2023-01-20 18:22:20,"one thing I am looking forward to, despite all this churn, is working towards having the space to spend time with p… https://t.co/Zs6DSoXeOc",0,Twitter Web App,
Mike Bones,1506840114806226946,Los Angeles,2023-01-20 18:17:43,"@GeorgePapa19 Huge coffee order by McCarthy!

"" an iced, Ristretto, 10 shot, venti, with breve, 5 pump vanilla, 7 p… https://t.co/Hd0PqQuDgD",0,Twitter Web App,
Marvin Smitty Smith,1408014194759258121,"Los Angeles, CA",2023-01-20 18:16:14,"@mikefreemanNFL ""Other things DeSantis is banning includes the sky after the sun sets, coffee that doesn't have cre… https://t.co/PnErf1vtNk",2,Twitter for Android,
👑,1441409128623063044,"Los Angeles, CA",2023-01-20 18:16:10,Good coffee and stiizz to start the morning off,0,Twitter for iPhone,
J💖,172144079,"Los Angeles, CA",2023-01-20 18:11:30,Do i want coffee today or nah…,0,Twitter for iPhone,
“TV fmaous balloonbutt” becca,2581327075,"Los Angeles, CA",2023-01-20 18:11:30,didn’t see one coffee stand make coffee lmao,0,Twitter for iPhone,
レイナ(reina) @ girlbossing my way for more gunpla,3502224313,"Los Angeles, CA",2023-01-20 18:11:27,@Sir5000 I just want my coffee,0,Twitter for iPhone,
Jeff: in 3D @ 📸🎞️🎮💥9️⃣,471775343,"Los Angeles, CA",2023-01-20 18:11:15,@wooferzfg Anyways egg+asparagus? Coffee+orange???,0,Twitter for iPhone,
cctish (Colleen ),88782392,"Pasadena, CA",2023-01-20 18:11:03,@killa33la Thanks you as well. I grew up in Lake Vista went to Mount Carmel Academy &amp; LSU where you at Lil mama.Goi… https://t.co/2WDW5UXjks,0,Twitter for iPhone,
Brendan Aronson 🚢,832778151033909249,"Los Angeles, CA",2023-01-20 18:09:16,"3) Separate offices

Do NOT work from your bedroom if you can help it - makes it hard to work AND sleep - worst of… https://t.co/TLaIxO1p41",0,Hypefury,
Caroline 🏳️‍🌈Open for Work,1552279568,"Los Angeles, CA",2023-01-20 18:07:36,@shanhorandraws Didn't appreciate kettles until I had a roommate who did. I would've boil water in a coffee maker if I had a chance.,0,Twitter for Android,
Jeff Vernon,34322030,Los Angeles,2023-01-20 18:05:53,@coffee_anytime Ranch dressing.,0,Twitter Web App,
Fernando Carvajal,99741877,"Los Angeles, CA",2023-01-20 18:05:30,I think I’m gonna feel bad soon… 4yrs ago u could tip someone in Aden $1 or about yr500…. I tipped someone yr1000 t… https://t.co/My3LopqtMQ,0,Twitter for iPhone,
Stefanie B |Commissions open!,45063960,"Los Angeles, CA",2023-01-20 18:05:26,"if you see it, do it!

pronouns   : she/they
height         : 5’6""
zodiac sign : ♒️
smoke         : no
tattoos… https://t.co/c1Ct8DsISa",0,Twitter for iPhone,
breakfast tacos,1534286158636544000,"Hawthorne, CA",2023-01-20 18:05:06,"I really think I want to give up regular coffee for a month and try out this Mushroom coffee, has anyone tried it?",0,Twitter for iPhone,
𝙹𝙻 𝙿𝚊𝚒𝚐𝚎 🇺🇸,1223702042,"Los Angeles, CA",2023-01-20 18:03:49,"@coffee_anytime 1984, almost 16 years old, data entry operator $4.75. Minimum wage was $3.35. https://t.co/vH12mmRO6z",0,Twitter for iPad,
City of Culver City,139793121,"Culver City, CA",2023-01-20 18:03:30,"Check out these new #CulverCity restaurants!
Grab a breakfast burrito at Cofax Coffee at its opening next month:… https://t.co/OqXLTvy2pT",0,Hootsuite Inc.,
Willy😈,1003496956386107392,"Los Angeles, CA",2023-01-20 18:02:06,The coffee I made myself for work spilled all over inside my lonchera 😔,0,Twitter for iPhone,
"leave me alone, tyrone",910968773993226240,south la,2023-01-20 17:58:00,Dessert with coffee just makes sense,0,Twitter for iPhone,
im alive but im dead 🖤,2203956193,"Los Angeles, CA",2023-01-20 17:57:27,reminding myself i’m not this social i’m just tweaking on my coffee 😂,0,Twitter for iPhone,
Barb T.,281765535,Los Angeles,2023-01-20 17:56:38,"@GeorgeWept Yep, drink less coffee and eat bugs.  FTS.",0,Twitter Web App,
Butch Northwood,47479695,"Los Angeles, CA",2023-01-20 17:55:51,"Classes in the VKC and Ziggy's bad coffee but good cookies in the lounge

Fridays have morphed into old memories day",0,Twitter Web App,
@Jennifer Stavros ✍️🖤💀⚰️,8891042,Wherever I leave my soul,2023-01-20 17:55:32,"Today is going to be a long day. I was up until 4 or 5, woke up at 8, couldn’t go back to sleep, &amp; have a long nigh… https://t.co/GYJqw2YlqS",0,Twitter for iPhone,
Ashley K. Jones,912725550795448321,"Los Angeles, CA",2023-01-20 17:50:50,Tea does not hit the same for me as coffee. BUT I want to move toward green tea in the morning in lieu of coffee. S… https://t.co/wJrrkeaYg0,0,Twitter for iPhone,
mari🥭,858897182,LA ,2023-01-20 17:50:29,I love coffee,1,Twitter for iPhone,
Kane Seligsohn,822505244647034880,"Los Angeles, CA",2023-01-20 17:48:15,The kid loves his coffee https://t.co/62kezW4Z2R,2,Twitter for iPhone,
Kaveh Taherian,936739740270837760,"Los Angeles, CA",2023-01-20 17:44:20,People complaining about egg prices meanwhile I need to apply for an SBA loan every time I want a cup of coffee,0,Twitter for iPhone,
Virginia Isaad 🇦🇷,280681677,Los Angeles,2023-01-20 17:43:25,Saw a news story on organic labeling fraud &amp; it reminds me of what a coffee farmer in Costa Rica told me. He said t… https://t.co/roDz5OxZlt,0,Twitter for iPhone,
Easy-Clothes,1456341283358662659,"Los Angeles, CA",2023-01-20 17:41:38,@malusokay Productive days call for all the coffee!🤍,0,Twitter Web App,
PincheeYaki,83169991,"Inglewood, CA",2023-01-20 17:40:58,Todays energy is sponsored by sudafed and coffee. I need to not be on this combo again. I’m working too hard,0,Twitter for iPhone,
UnrigLA@onewilshire.la,1022564507971801088,"Los Angeles, CA",2023-01-20 17:40:40,"*And yes, this should have been housing &amp; homelessness committee.  I should not be tweeting before coffee. 
https://t.co/akH3kk18ls",0,Twitter Web App,
Easy-Clothes,1456341283358662659,"Los Angeles, CA",2023-01-20 17:40:27,"@malusokay Coffee, always! ☕️✨",0,Twitter Web App,
Markitos,344103637,"East Los Angeles, CA",2023-01-20 17:39:44,I made myself some coffee this morning and as soon as I sit on my desk a fucken bug just flew into that shit 💀,0,Twitter for iPhone,
David W. Collins,27055038,"Los Angeles, CA",2023-01-20 17:39:29,I realized this morning at my local coffee shop (when the barista commented on my Zelda wallet) that my love for… https://t.co/IpRplQPIhX,7,Twitter for iPhone,
alondraa,952775233,"Los Angeles, CA",2023-01-20 17:38:57,I drink coffee every day.. I need to stop,0,Twitter for iPhone,
❤️🌹 DC 🖤🥀,158584248,"Boyle Heights, Los Angeles",2023-01-20 17:38:24,@jnnnette @lemondroplizpop Lol a cold brew lol. Wish I didn’t tho cuz I started with coffee. Then a tall cold brew.… https://t.co/ms4SH92M77,0,Twitter for iPhone,
Jess✨️♈️,44528773,"Los Angeles, CA",2023-01-20 17:36:58,I forgot I was out of coffee creamer and now I gotta run to store. Fuucckkk!!😤🙄,0,Twitter for Android,
Dr. J,25237259,"Los Angeles, CA",2023-01-20 17:36:46,A great cigar &amp; coffee is a nice start to the day.,0,Twitter Web App,
jon,1093930275677958144,LA,2023-01-20 17:36:31,7th anniversary of the Holy Grail NYC spotting with @brandnizzle: Jerry Seinfeld &amp; Colin Quinn having coffee togeth… https://t.co/R0jC55z4Vg,0,Twitter for iPhone,
🍒,1684990544,"Los Angeles, CA",2023-01-20 17:34:59,"My manager bought me coffee, breakfast, &amp; edibles. Sick ass fooo😂🤝🏽",0,Twitter for iPhone,
Horchata,1480979952879108100,"Montebello, CA",2023-01-20 17:32:41,"Hit the dmv 
Re upped on my drugs 
Got my id 

Next is clean car and hit the coffee shop before my tattoo 
Busyboy",0,Twitter for iPhone,
Goldie,1631582204,"Woodland Hills, CA",2023-01-20 17:31:45,zombies scrambling for their cup o coffee,0,Twitter for iPhone,
10SpeedCoffee,515577994,"Los Angeles, CA",2023-01-20 17:30:50,Today's good vibes brought to you by 10 Speed Coffee. ⚡️ Happy Friday from Calabasas! #10speedcoffee https://t.co/fu3Lf22iNT,0,LaterMedia,
JPatt,340616511,Mt. Adams • Cincy,2023-01-20 17:30:10,eating leftover thai food and drinking pour over coffee,0,Twitter for iPhone,
ZeroDarkTony,1304862344212742144,"Los Angeles, CA",2023-01-20 17:26:42,"Well, the coffee video is coming along and I reached out to @NicoleArbour but she is concerned about the call being… https://t.co/wGA00Z5iz0",0,Twitter for iPhone,
ティナ Tina Sanchez O’Hara,18709570,Los Angeles,2023-01-20 17:25:41,@MJB_SF Loooooooooool good coffee thread this morning ☕️,0,Twitter for iPhone,
Verbal Riot,1733689704,"Los Angeles, CA",2023-01-20 17:25:26,@mollistan Well I hate Starbucks coffee anyway so my money wont be going towards that shit.,0,Twitter Web App,
“Independent-Democrats”,1295891770899800065,"Los Angeles, CA",2023-01-20 17:23:28,@medeabenjamin Love to see Medea Benjamin go to coffee with her U.S. Representative and have a conversation,0,Twitter Web App,
